,year,home_team,away_team,home_rate
0,2026,알제리,아르헨티나,0.0
1,2026,알제리,벨기에,0.0
2,2026,알제리,브라질,0.0
3,2026,알제리,카메룬,0.3333333333333333
4,2026,알제리,콜롬비아,1.0
5,2026,알제리,이집트,0.5
6,2026,알제리,잉글랜드,1.0
7,2026,알제리,독일,0.0
8,2026,알제리,가나,0.5
9,2026,알제리,이란,0.5
10,2026,알제리,코트디부아르,0.3333333333333333
11,2026,알제리,모로코,0.5
12,2026,알제리,나이지리아,0.6666666666666666
13,2026,알제리,포르투갈,0.0
14,2026,알제리,카타르,0.6666666666666666
15,2026,알제리,사우디아라비아,0.0
16,2026,알제리,세네갈,0.8571428571428571
17,2026,알제리,세르비아,0.0
18,2026,알제리,슬로베니아,0.5
19,2026,알제리,남아프리카공화국,1.0
20,2026,알제리,대한민국,1.0
21,2026,알제리,스웨덴,0.0
22,2026,알제리,튀니지,0.6666666666666666
23,2026,알제리,미국,0.0
24,2026,알제리,우루과이,1.0
25,2026,앙골라,아르헨티나,0.0
26,2026,앙골라,카메룬,0.0
27,2026,앙골라,이집트,0.0
28,2026,앙골라,가나,0.3333333333333333
29,2026,앙골라,이란,0.3333333333333333
30,2026,앙골라,코트디부아르,0.3333333333333333
31,2026,앙골라,멕시코,0.5
32,2026,앙골라,모로코,0.25
33,2026,앙골라,나이지리아,0.0
34,2026,앙골라,포르투갈,0.0
35,2026,앙골라,세네갈,1.0
36,2026,앙골라,남아프리카공화국,0.0
37,2026,앙골라,대한민국,0.0
38,2026,앙골라,우루과이,0.0
39,2026,아르헨티나,알제리,1.0
40,2026,아르헨티나,앙골라,1.0
41,2026,아르헨티나,호주,1.0
42,2026,아르헨티나,벨기에,1.0
43,2026,아르헨티나,브라질,0.4705882352941176
44,2026,아르헨티나,캐나다,1.0
45,2026,아르헨티나,칠레,0.9166666666666666
46,2026,아르헨티나,콜롬비아,0.7
47,2026,아르헨티나,코스타리카,1.0
48,2026,아르헨티나,크로아티아,0.5
49,2026,아르헨티나,에콰도르,0.7272727272727273
50,2026,아르헨티나,이집트,1.0
51,2026,아르헨티나,프랑스,0.5
52,2026,아르헨티나,독일,0.6666666666666666
53,2026,아르헨티나,가나,1.0
54,2026,아르헨티나,그리스,1.0
55,2026,아르헨티나,온두라스,1.0
56,2026,아르헨티나,이란,1.0
57,2026,아르헨티나,이탈리아,1.0
58,2026,아르헨티나,코트디부아르,1.0
59,2026,아르헨티나,일본,0.0
60,2026,아르헨티나,멕시코,1.0
61,2026,아르헨티나,모로코,1.0
62,2026,아르헨티나,네덜란드,1.0
63,2026,아르헨티나,나이지리아,0.6666666666666666
64,2026,아르헨티나,노르웨이,0.0
65,2026,아르헨티나,파라과이,0.7
66,2026,아르헨티나,폴란드,0.5
67,2026,아르헨티나,포르투갈,0.5
68,2026,아르헨티나,카타르,1.0
69,2026,아르헨티나,사우디아라비아,0.0
70,2026,아르헨티나,세르비아,1.0
71,2026,아르헨티나,슬로베니아,1.0
72,2026,아르헨티나,대한민국,1.0
73,2026,아르헨티나,스페인,0.25
74,2026,아르헨티나,스웨덴,1.0
75,2026,아르헨티나,스위스,1.0
76,2026,아르헨티나,미국,1.0
77,2026,아르헨티나,우루과이,0.8181818181818182
78,2026,호주,아르헨티나,0.0
79,2026,호주,벨기에,0.0
80,2026,호주,브라질,0.0
81,2026,호주,캐나다,1.0
82,2026,호주,칠레,0.0
83,2026,호주,코스타리카,1.0
84,2026,호주,크로아티아,0.5
85,2026,호주,체코,1.0
86,2026,호주,덴마크,0.6
87,2026,호주,에콰도르,0.3333333333333333
88,2026,호주,이집트,0.0
89,2026,호주,잉글랜드,0.0
90,2026,호주,프랑스,0.0
91,2026,호주,독일,0.3333333333333333
92,2026,호주,가나,1.0
93,2026,호주,그리스,0.6666666666666666
94,2026,호주,온두라스,1.0
95,2026,호주,이탈리아,0.0
96,2026,호주,일본,0.3333333333333333
97,2026,호주,네덜란드,0.5
98,2026,호주,나이지리아,1.0
99,2026,호주,노르웨이,0.0
100,2026,호주,파라과이,1.0
101,2026,호주,폴란드,1.0
102,2026,호주,카타르,0.75
103,2026,호주,사우디아라비아,0.8333333333333334
104,2026,호주,세르비아,1.0
105,2026,호주,슬로베니아,0.0
106,2026,호주,대한민국,0.3333333333333333
107,2026,호주,스페인,0.0
108,2026,호주,튀니지,1.0
109,2026,호주,미국,0.0
110,2026,호주,우루과이,0.0
111,2026,오스트리아,벨기에,0.0
112,2026,오스트리아,브라질,0.0
113,2026,오스트리아,카메룬,0.0
114,2026,오스트리아,캐나다,0.0
115,2026,오스트리아,칠레,0.0
116,2026,오스트리아,크로아티아,0.2
117,2026,오스트리아,체코,1.0
118,2026,오스트리아,덴마크,0.1666666666666666
119,2026,오스트리아,잉글랜드,0.0
120,2026,오스트리아,프랑스,0.2
121,2026,오스트리아,독일,0.25
122,2026,오스트리아,그리스,0.3333333333333333
123,2026,오스트리아,이탈리아,0.5
124,2026,오스트리아,코트디부아르,0.5
125,2026,오스트리아,네덜란드,0.2
126,2026,오스트리아,노르웨이,0.6666666666666666
127,2026,오스트리아,폴란드,0.5
128,2026,오스트리아,세르비아,0.3333333333333333
129,2026,오스트리아,슬로베니아,1.0
130,2026,오스트리아,스페인,0.0
131,2026,오스트리아,스웨덴,0.7142857142857143
132,2026,오스트리아,스위스,0.25
133,2026,오스트리아,미국,1.0
134,2026,오스트리아,우루과이,1.0
135,2026,벨기에,알제리,1.0
136,2026,벨기에,아르헨티나,0.0
137,2026,벨기에,호주,1.0
138,2026,벨기에,오스트리아,1.0
139,2026,벨기에,브라질,1.0
140,2026,벨기에,캐나다,1.0
141,2026,벨기에,콜롬비아,0.0
142,2026,벨기에,코스타리카,1.0
143,2026,벨기에,크로아티아,0.75
144,2026,벨기에,체코,0.5
145,2026,벨기에,덴마크,1.0
146,2026,벨기에,이집트,0.5
147,2026,벨기에,잉글랜드,0.6
148,2026,벨기에,프랑스,0.1666666666666666
149,2026,벨기에,독일,0.25
150,2026,벨기에,그리스,1.0
151,2026,벨기에,이탈리아,0.1666666666666666
152,2026,벨기에,일본,0.5
153,2026,벨기에,모로코,0.0
154,2026,벨기에,네덜란드,0.3333333333333333
155,2026,벨기에,노르웨이,1.0
156,2026,벨기에,폴란드,0.5
157,2026,벨기에,포르투갈,0.25
158,2026,벨기에,카타르,1.0
159,2026,벨기에,사우디아라비아,1.0
160,2026,벨기에,세르비아,0.8
161,2026,벨기에,슬로베니아,1.0
162,2026,벨기에,대한민국,1.0
163,2026,벨기에,스페인,0.0
164,2026,벨기에,스웨덴,1.0
165,2026,벨기에,스위스,0.75
166,2026,벨기에,튀니지,1.0
167,2026,벨기에,미국,1.0
168,2026,브라질,알제리,1.0
169,2026,브라질,아르헨티나,0.5294117647058824
170,2026,브라질,호주,1.0
171,2026,브라질,오스트리아,1.0
172,2026,브라질,벨기에,0.0
173,2026,브라질,카메룬,0.6666666666666666
174,2026,브라질,캐나다,1.0
175,2026,브라질,칠레,0.875
176,2026,브라질,콜롬비아,0.7777777777777778
177,2026,브라질,코스타리카,1.0
178,2026,브라질,크로아티아,1.0
179,2026,브라질,체코,1.0
180,2026,브라질,덴마크,1.0
181,2026,브라질,에콰도르,1.0
182,2026,브라질,이집트,1.0
183,2026,브라질,잉글랜드,0.6666666666666666
184,2026,브라질,프랑스,0.5
185,2026,브라질,독일,0.3333333333333333
186,2026,브라질,가나,1.0
187,2026,브라질,온두라스,1.0
188,2026,브라질,이란,1.0
189,2026,브라질,이탈리아,1.0
190,2026,브라질,코트디부아르,1.0
191,2026,브라질,일본,1.0
192,2026,브라질,멕시코,0.6666666666666666
193,2026,브라질,모로코,0.0
194,2026,브라질,네덜란드,0.0
195,2026,브라질,파라과이,0.75
196,2026,브라질,포르투갈,0.75
197,2026,브라질,카타르,1.0
198,2026,브라질,사우디아라비아,1.0
199,2026,브라질,세네갈,0.0
200,2026,브라질,세르비아,1.0
201,2026,브라질,남아프리카공화국,1.0
202,2026,브라질,대한민국,1.0
203,2026,브라질,스페인,1.0
204,2026,브라질,스웨덴,1.0
205,2026,브라질,스위스,0.5
206,2026,브라질,튀니지,1.0
207,2026,브라질,미국,1.0
208,2026,브라질,우루과이,0.875
209,2026,카메룬,알제리,0.6666666666666666
210,2026,카메룬,앙골라,1.0
211,2026,카메룬,오스트리아,1.0
212,2026,카메룬,브라질,0.3333333333333333
213,2026,카메룬,칠레,0.0
214,2026,카메룬,콜롬비아,0.0
215,2026,카메룬,크로아티아,0.0
216,2026,카메룬,덴마크,0.0
217,2026,카메룬,이집트,0.2
218,2026,카메룬,프랑스,0.0
219,2026,카메룬,독일,0.0
220,2026,카메룬,가나,1.0
221,2026,카메룬,코트디부아르,0.4
222,2026,카메룬,일본,0.0
223,2026,카메룬,멕시코,0.0
224,2026,카메룬,모로코,0.6666666666666666
225,2026,카메룬,네덜란드,0.0
226,2026,카메룬,나이지리아,0.2
227,2026,카메룬,파라과이,0.0
228,2026,카메룬,폴란드,1.0
229,2026,카메룬,포르투갈,0.0
230,2026,카메룬,세네갈,0.0
231,2026,카메룬,세르비아,0.0
232,2026,카메룬,남아프리카공화국,0.0
233,2026,카메룬,대한민국,0.0
234,2026,카메룬,스위스,0.0
235,2026,카메룬,튀니지,1.0
236,2026,캐나다,아르헨티나,0.0
237,2026,캐나다,호주,0.0
238,2026,캐나다,오스트리아,1.0
239,2026,캐나다,벨기에,0.0
240,2026,캐나다,브라질,0.0
241,2026,캐나다,코스타리카,0.6
242,2026,캐나다,크로아티아,0.0
243,2026,캐나다,체코,0.0
244,2026,캐나다,그리스,0.0
245,2026,캐나다,온두라스,0.4545454545454545
246,2026,캐나다,일본,0.3333333333333333
247,2026,캐나다,멕시코,0.125
248,2026,캐나다,모로코,0.0
249,2026,캐나다,네덜란드,0.0
250,2026,캐나다,폴란드,0.0
251,2026,캐나다,카타르,1.0
252,2026,캐나다,슬로베니아,0.0
253,2026,캐나다,남아프리카공화국,0.0
254,2026,캐나다,대한민국,0.0
255,2026,캐나다,미국,0.4444444444444444
256,2026,캐나다,우루과이,0.0
257,2026,칠레,아르헨티나,0.0833333333333333
258,2026,칠레,호주,1.0
259,2026,칠레,오스트리아,1.0
260,2026,칠레,브라질,0.125
261,2026,칠레,카메룬,1.0
262,2026,칠레,콜롬비아,0.5
263,2026,칠레,코스타리카,0.3333333333333333
264,2026,칠레,덴마크,1.0
265,2026,칠레,에콰도르,0.5
266,2026,칠레,이집트,1.0
267,2026,칠레,잉글랜드,1.0
268,2026,칠레,프랑스,0.0
269,2026,칠레,독일,0.0
270,2026,칠레,온두라스,0.5
271,2026,칠레,이란,0.0
272,2026,칠레,일본,0.5
273,2026,칠레,멕시코,0.5714285714285714
274,2026,칠레,모로코,0.0
275,2026,칠레,네덜란드,0.0
276,2026,칠레,파라과이,0.6470588235294118
277,2026,칠레,폴란드,0.0
278,2026,칠레,세르비아,0.5
279,2026,칠레,남아프리카공화국,1.0
280,2026,칠레,대한민국,0.5
281,2026,칠레,스페인,0.25
282,2026,칠레,스웨덴,1.0
283,2026,칠레,스위스,0.5
284,2026,칠레,튀니지,0.0
285,2026,칠레,미국,1.0
286,2026,칠레,우루과이,0.3636363636363636
287,2026,콜롬비아,알제리,0.0
288,2026,콜롬비아,아르헨티나,0.3
289,2026,콜롬비아,벨기에,1.0
290,2026,콜롬비아,브라질,0.2222222222222222
291,2026,콜롬비아,카메룬,1.0
292,2026,콜롬비아,칠레,0.5
293,2026,콜롬비아,코스타리카,0.8
294,2026,콜롬비아,에콰도르,0.6923076923076923
295,2026,콜롬비아,잉글랜드,0.0
296,2026,콜롬비아,프랑스,0.5
297,2026,콜롬비아,독일,0.5
298,2026,콜롬비아,그리스,1.0
299,2026,콜롬비아,온두라스,0.6666666666666666
300,2026,콜롬비아,코트디부아르,1.0
301,2026,콜롬비아,일본,0.75
302,2026,콜롬비아,멕시코,0.8333333333333334
303,2026,콜롬비아,모로코,1.0
304,2026,콜롬비아,나이지리아,1.0
305,2026,콜롬비아,파라과이,0.7857142857142857
306,2026,콜롬비아,폴란드,1.0
307,2026,콜롬비아,카타르,1.0
