season,team,attack_index,defense_index
1966,Argentina,0.22424999999999998,0.18916666666666662
1966,Brazil,-0.12495000000000003,-0.14091666666666666
1966,Bulgaria,-0.08325000000000002,-0.23291666666666666
1966,Chile,0.11942857142857144,0.11130952380952379
1966,England,0.10153333333333334,0.06711111111111114
1966,France,0.10464285714285715,0.1504761904761905
1966,Hungary,0.3614285714285715,0.11380952380952382
1966,Italy,-0.06511111111111112,-0.0046296296296296086
1966,Mexico,-0.10440000000000002,-0.10122222222222221
1966,North Korea,-0.1471875,-0.04479166666666665
1966,Portugal,0.2566666666666667,0.24022222222222223
1966,Spain,-0.010777777777777792,-0.014722222222222222
1966,Switzerland,-0.2512631578947368,-0.0837719298245614
1966,USSR,-0.2881428571428571,-0.20579365079365078
1966,Uruguay,0.052230769230769226,0.08217948717948713
1966,West Germany,0.20549999999999996,0.13214285714285715
1970,Belgium,0.26561538461538464,0.12346153846153844
1970,Brazil,0.2658125,0.08072916666666666
1970,Bulgaria,-0.18525000000000003,-0.19616666666666663
1970,Czechoslovakia,-0.11063157894736841,-0.22701754385964912
1970,El Salvador,-0.30718750000000006,0.06093749999999997
1970,England,-0.040999999999999995,-0.1443859649122807
1970,Israel,-0.1966,0.1721111111111111
1970,Italy,0.10299999999999998,0.0438888888888889
1970,Mexico,0.0968235294117647,0.24745098039215693
1970,Morocco,-0.16486666666666666,-0.18155555555555555
1970,Peru,0.07388888888888889,-0.2000925925925926
1970,Romania,0.21130769230769234,0.183974358974359
1970,Sweden,-0.11783333333333335,-0.05879629629629629
1970,USSR,-0.02047058823529411,0.18941176470588236
1970,Uruguay,0.09053333333333333,0.14122222222222225
1970,West Germany,0.15657894736842104,-0.02728070175438595
1974,Argentina,-0.06300000000000001,-0.15157407407407408
1974,Australia,-0.2807857142857143,-0.023809523809523808
1974,Brazil,-0.04166666666666667,-0.01518518518518519
1974,Bulgaria,0.10193333333333336,0.11066666666666669
1974,Chile,-0.07913333333333335,0.26944444444444454
1974,East Germany,-0.24863157894736845,-0.10587719298245613
1974,Haiti,-0.311,-0.26543859649122814
1974,Italy,0.2352,-0.12366666666666669
1974,Netherlands,0.4411333333333333,0.3343333333333333
1974,Poland,0.09906666666666665,0.0628888888888889
1974,Scotland,0.28764285714285714,0.04797619047619045
1974,Sweden,-0.18994444444444442,-0.08444444444444445
1974,Uruguay,-0.030571428571428583,-0.012023809523809511
1974,West Germany,0.34506249999999994,0.07906250000000002
1974,Yugoslavia,0.08558823529411765,0.04568627450980393
1974,Zaire,-0.17818749999999997,-0.028437500000000008
1978,Argentina,0.26706250000000004,0.13875
1978,Austria,0.0534,-0.01611111111111111
1978,Brazil,-0.09476470588235295,0.004313725490196073
1978,France,-0.11377272727272729,-0.028181818181818155
1978,Hungary,-0.11205555555555557,-0.18842592592592589
1978,Iran,-0.18442857142857144,0.029285714285714293
1978,Italy,-0.12458823529411764,0.061764705882352916
1978,Mexico,-0.060736842105263165,-0.26596491228070174
1978,Netherlands,-0.018888888888888893,0.025277777777777774
1978,Peru,-0.18182352941176472,-0.15098039215686274
1978,Poland,0.11593749999999999,-0.012916666666666651
1978,Scotland,0.19652941176470587,-0.0565686274509804
1978,Spain,0.055176470588235306,0.11862745098039218
1978,Sweden,0.09066666666666665,-0.017222222222222233
1978,Tunisia,0.09408333333333331,0.5163888888888889
1978,West Germany,0.109125,0.051250000000000025
1982,Algeria,-0.0428,0.03822222222222223
1982,Argentina,0.25412500000000005,0.1254166666666667
1982,Austria,-0.22166666666666662,-0.19231481481481483
1982,Belgium,-0.13005263157894736,-0.18657894736842104
1982,Brazil,0.5284615384615384,0.256025641025641
1982,Cameroon,0.02174999999999999,0.48694444444444446
1982,Chile,0.13273333333333331,0.10755555555555558
1982,Czechoslovakia,-0.19584210526315793,-0.22596491228070179
1982,El Salvador,-0.306,0.023666666666666652
1982,England,0.0802,0.044777777777777784
1982,France,-0.10857142857142858,-0.15412698412698414
1982,Honduras,-0.25699999999999995,0.09199999999999997
1982,Hungary,0.039999999999999994,-0.31843749999999993
1982,Italy,0.003599999999999992,0.024444444444444463
1982,Kuwait,-0.06007142857142855,-0.08511904761904764
1982,New Zealand,-0.2700714285714285,-0.15297619047619046
1982,Northern Ireland,-0.039200000000000006,0.07955555555555556
1982,Peru,0.18769230769230769,0.2283333333333333
1982,Poland,-0.1612222222222222,-0.17055555555555554
1982,Scotland,0.21387499999999998,0.03322916666666668
1982,Spain,0.047562499999999994,0.017291666666666667
1982,USSR,0.11892857142857143,0.0679761904761905
1982,West Germany,0.182375,0.049687500000000016
1982,Yugoslavia,0.23735714285714288,0.23857142857142863
1986,Algeria,-0.0975,0.08625
1986,Argentina,0.13381250000000003,0.2732291666666667
1986,Belgium,-0.24545000000000003,-0.22641666666666668
1986,Brazil,0.33175,0.14677083333333332
1986,Bulgaria,-0.27144444444444443,-0.1550925925925926
1986,Canada,-0.1563125,-0.028124999999999983
1986,Denmark,0.2390625,0.15458333333333332
1986,England,0.017882352941176467,0.008823529411764711
1986,France,-0.00525000000000001,-0.042666666666666665
1986,Hungary,-0.09555555555555555,-0.14777777777777779
1986,Iraq,-0.27647058823529413,-0.026078431372549043
1986,Italy,0.27614285714285713,0.13845238095238097
1986,Mexico,-0.0029333333333333308,0.14533333333333331
1986,Morocco,0.14438461538461542,0.5476923076923077
1986,Northern Ireland,0.03678571428571427,0.1214285714285714
1986,Paraguay,0.19000000000000003,0.28602564102564104
1986,Poland,0.043647058823529414,-0.11637254901960782
1986,Portugal,0.059333333333333294,-0.065
1986,Scotland,-0.07442105263157897,-0.20692982456140352
1986,South Korea,-0.01837500000000001,0.009791666666666662
1986,Spain,0.00961111111111112,-0.25537037037037036
1986,USSR,0.09584999999999998,-0.009083333333333337
1986,Uruguay,-0.17277777777777778,-0.21546296296296297
1986,West Germany,0.07623529411764704,-0.012843137254901951
1990,Argentina,-0.28061904761904766,-0.22174603174603177
1990,Austria,-0.1123125,0.016354166666666673
1990,Belgium,-0.12477777777777777,-0.03574074074074074
1990,Brazil,0.565923076923077,0.508974358974359
1990,Cameroon,-0.12266666666666666,-0.1575925925925926
1990,Colombia,0.23623076923076924,0.2738461538461539
